dataset,target,encoder,model,features,fit_time,score_time,test_accuracy,train_accuracy,test_f1_macro,train_f1_macro,test_log_loss,train_log_loss,test_auc,train_auc,test_brier,train_brier,test_matthews,train_matthews,test_kappa,train_kappa,original_df_mem,encoded_df_mem,blank_encoder_mem,trained_encoder_mem,fit_encoder_time,score_encoder_time
cmc.arff,Contraceptive_method_used,OneHotEncoder,GaussianNB,9,0.0111792,0.0387144,0.632121,0.641398,0.473902,0.490067,0.907759,0.8794,0.601431,0.611115,0.367879,0.358602,0.22583,0.245859,0.212324,0.232683,10605.6,10605.6,1040,1480,0.000390172,0.0000112
cmc.arff,Contraceptive_method_used,OneHotEncoder,GradientBoostingClassifier,9,0.146679,0.0356047,0.728441,0.785999,0.631808,0.710891,0.549808,0.460533,0.706224,0.764386,0.271559,0.214002,0.439806,0.56391,0.425617,0.547317,10605.6,10605.6,1040,1480,0.000375462,0.0000104
cmc.arff,Contraceptive_method_used,OneHotEncoder,KNeighborsClassifier,9,0.0111172,0.0622427,0.650374,0.757487,0.534914,0.681155,2.14217,0.47292,0.627739,0.738292,0.349626,0.242513,0.273371,0.499952,0.263793,0.490213,10605.6,10605.6,1040,1480,0.000464773,0.0000118
cmc.arff,Contraceptive_method_used,OneHotEncoder,LogisticRegression,9,0.0159101,0.0443311,0.680283,0.681301,0.564812,0.569164,0.60854,0.600901,0.656257,0.65732,0.319717,0.318699,0.333385,0.335696,0.322923,0.325738,10605.6,10605.6,1040,1480,0.000596142,0.0000196
cmc.arff,Contraceptive_method_used,OneHotEncoder,MLPClassifier,9,1.62957,0.0362892,0.718976,0.765332,0.638595,0.694609,0.57241,0.491511,0.701798,0.747456,0.281024,0.234668,0.419224,0.516344,0.412594,0.507887,10605.6,10605.6,1040,1480,0.000360823,0.0000109
cmc.arff,Contraceptive_method_used,OneHotEncoder,RandomForestClassifier,9,0.0365234,0.0433918,0.671412,0.962209,0.580695,0.95477,1.68262,0.175772,0.653975,0.958652,0.328588,0.0377913,0.318473,0.92304,0.314352,0.922344,10605.6,10605.6,1040,1480,0.000380731,0.0000108
cmc.arff,Contraceptive_method_used,OneHotEncoder,SGDClassifier,9,0.0146402,0.0404229,0.600181,0.603453,0.442865,0.44465,12.5585,12.5949,0.574317,0.575856,0.399819,0.396548,0.154325,0.161177,0.151287,0.156447,10605.6,10605.6,1040,1480,0.000454187,0.0000168
cmc.arff,Contraceptive_method_used,OneHotEncoder,SVC,9,0.277678,0.0469472,0.680297,0.687789,0.535519,0.548358,0.608183,0.602182,0.649416,0.656726,0.319703,0.312211,0.333619,0.35161,0.313139,0.329434,10605.6,10605.6,1040,1480,0.000372386,0.000011
cmc.arff,Contraceptive_method_used,OrdinalEncoder,DecisionTreeClassifier,9,0.0120607,0.0330642,0.642946,0.979935,0.580691,0.975968,12.008,0.0305865,0.63503,0.976664,0.357054,0.020065,0.2704,0.9595,0.269968,0.958761,10605.6,10605.6,968,1080,0.000332689,0.0000105
cmc.arff,Contraceptive_method_used,OrdinalEncoder,GaussianNB,9,0.0105541,0.0359042,0.632121,0.641398,0.473902,0.490067,0.907759,0.8794,0.601431,0.611115,0.367879,0.358602,0.22583,0.245859,0.212324,0.232683,10605.6,10605.6,968,1080,0.000440145,0.000014
cmc.arff,Contraceptive_method_used,OrdinalEncoder,GradientBoostingClassifier,9,0.14347,0.0360244,0.728441,0.785999,0.631808,0.710891,0.549916,0.460533,0.706224,0.764386,0.271559,0.214002,0.439806,0.56391,0.425617,0.547317,10605.6,10605.6,968,1080,0.000478315,0.0000107
cmc.arff,Contraceptive_method_used,OrdinalEncoder,KNeighborsClassifier,9,0.0108125,0.0557213,0.650374,0.757487,0.534914,0.681155,2.14217,0.47292,0.627739,0.738292,0.349626,0.242513,0.273371,0.499952,0.263793,0.490213,10605.6,10605.6,968,1080,0.00034461,0.000012
cmc.arff,Contraceptive_method_used,OrdinalEncoder,LogisticRegression,9,0.0111908,0.033776,0.680283,0.681301,0.564812,0.569164,0.60854,0.600901,0.656257,0.65732,0.319717,0.318699,0.333385,0.335696,0.322923,0.325738,10605.6,10605.6,968,1080,0.00036602,0.0000129
cmc.arff,Contraceptive_method_used,OrdinalEncoder,MLPClassifier,9,1.50438,0.0357911,0.720323,0.765559,0.633845,0.693754,0.575371,0.493967,0.701161,0.747271,0.279677,0.234441,0.422223,0.516991,0.41298,0.50793,10605.6,10605.6,968,1080,0.000322056,0.0000106
cmc.arff,Contraceptive_method_used,OrdinalEncoder,RandomForestClassifier,9,0.0415876,0.0485542,0.665997,0.961832,0.570051,0.95433,1.70391,0.176135,0.647419,0.958278,0.334003,0.0381681,0.305789,0.922237,0.301518,0.921574,10605.6,10605.6,968,1080,0.000429964,0.0000119
cmc.arff,Contraceptive_method_used,OrdinalEncoder,SGDClassifier,9,0.0121099,0.0338445,0.608311,0.606025,0.549634,0.543031,12.3006,12.026,0.602931,0.599669,0.391689,0.393975,0.208153,0.202494,0.204459,0.198788,10605.6,10605.6,968,1080,0.000495577,0.0000115
cmc.arff,Contraceptive_method_used,OrdinalEncoder,SVC,9,0.280178,0.0476328,0.680297,0.687789,0.535519,0.548358,0.608323,0.602104,0.649416,0.656726,0.319703,0.312211,0.333619,0.35161,0.313139,0.329434,10605.6,10605.6,968,1080,0.000337911,0.0000134
cmc.arff,Contraceptive_method_used,TargetEncoder,DecisionTreeClassifier,9,0.0117763,0.0311997,0.648356,0.979935,0.581571,0.975968,11.8651,0.0305865,0.638912,0.976664,0.351644,0.020065,0.278981,0.9595,0.278604,0.958761,10605.6,10605.6,1280,1424,0.000476599,0.0000137
cmc.arff,Contraceptive_method_used,TargetEncoder,GaussianNB,9,0.00989642,0.0332927,0.632121,0.641398,0.473902,0.490067,0.907759,0.8794,0.601431,0.611115,0.367879,0.358602,0.22583,0.245859,0.212324,0.232683,10605.6,10605.6,1280,1424,0.000598097,0.00000951
cmc.arff,Contraceptive_method_used,TargetEncoder,GradientBoostingClassifier,9,0.143767,0.0361211,0.728441,0.785999,0.631808,0.710891,0.54961,0.460533,0.706224,0.764386,0.271559,0.214002,0.439806,0.56391,0.425617,0.547317,10605.6,10605.6,1280,1424,0.000591779,0.00000932
cmc.arff,Contraceptive_method_used,TargetEncoder,KNeighborsClassifier,9,0.0108329,0.0548831,0.650374,0.757487,0.534914,0.681155,2.14217,0.47292,0.627739,0.738292,0.349626,0.242513,0.273371,0.499952,0.263793,0.490213,10605.6,10605.6,1280,1424,0.000531006,0.0000106
cmc.arff,Contraceptive_method_used,TargetEncoder,LogisticRegression,9,0.0109653,0.0314197,0.680283,0.681301,0.564812,0.569164,0.60854,0.600901,0.656257,0.65732,0.319717,0.318699,0.333385,0.335696,0.322923,0.325738,10605.6,10605.6,1280,1424,0.000583673,0.00000951
cmc.arff,Contraceptive_method_used,TargetEncoder,MLPClassifier,9,1.89025,0.0394638,0.714904,0.770084,0.62959,0.698075,0.573939,0.488197,0.696646,0.751287,0.285096,0.229916,0.410397,0.526953,0.402722,0.51683,10605.6,10605.6,1280,1424,0.00097692,0.0000108
cmc.arff,Contraceptive_method_used,TargetEncoder,RandomForestClassifier,9,0.0362,0.0461972,0.675471,0.961378,0.589269,0.953649,1.49286,0.176823,0.659171,0.957456,0.324529,0.0386216,0.327779,0.921444,0.324183,0.920583,10605.6,10605.6,1280,1424,0.00054369,0.00000958
cmc.arff,Contraceptive_method_used,TargetEncoder,SGDClassifier,9,0.0112802,0.0321186,0.570248,0.571096,0.500388,0.515375,13.3601,13.3909,0.564331,0.567926,0.429752,0.428904,0.130521,0.138072,0.126307,0.13455,10605.6,10605.6,1280,1424,0.000593853,0.00000908
cmc.arff,Contraceptive_method_used,TargetEncoder,SVC,9,0.28406,0.049243,0.680297,0.687789,0.535519,0.548358,0.608281,0.602141,0.649416,0.656726,0.319703,0.312211,0.333619,0.35161,0.313139,0.329434,10605.6,10605.6,1280,1424,0.000619936,0.00000997
colic.arff,surgical_lesion,BaseNEncoder,DecisionTreeClassifier,22,0.35542,0.799652,0.62436,1,0.730414,1,12.9741,0.000000000000000999,0.559673,1,0.37564,0,0.130502,1,0.120977,1,280734,140429,1528,16856,0.193981,0.139818
colic.arff,surgical_lesion,BaseNEncoder,GaussianNB,22,0.3731,0.82458,0.646961,0.819146,0.697978,0.855662,4.89815,1.47608,0.639737,0.808059,0.353039,0.180854,0.282284,0.613755,0.269807,0.613574,280734,140429,1528,16856,0.202472,0.153243
colic.arff,surgical_lesion,BaseNEncoder,GradientBoostingClassifier,22,0.486658,0.786125,0.690217,0.987321,0.799412,0.989965,0.828528,0.0991391,0.597606,0.985717,0.309783,0.0126789,0.239407,0.972784,0.201509,0.972751,280734,140429,1528,16856,0.197819,0.143074
colic.arff,surgical_lesion,BaseNEncoder,KNeighborsClassifier,22,0.380341,0.834158,0.655801,0.845711,0.747663,0.880231,3.39584,0.312905,0.604384,0.826742,0.344199,0.154289,0.218016,0.665197,0.214834,0.663682,280734,140429,1528,16856,0.206182,0.146149
colic.arff,surgical_lesion,BaseNEncoder,LogisticRegression,22,0.35984,0.776112,0.619923,0.884668,0.727125,0.910196,0.755252,0.321811,0.561809,0.86964,0.380077,0.115332,0.110707,0.750326,0.114448,0.749186,280734,140429,1528,16856,0.198261,0.144131
colic.arff,surgical_lesion,BaseNEncoder,MLPClassifier,22,0.988173,0.841827,0.630591,0.989133,0.735362,0.991378,0.973727,0.0804546,0.569497,0.98834,0.369409,0.0108671,0.136408,0.976716,0.135057,0.976684,280734,140429,1528,16856,0.20144,0.143809
colic.arff,surgical_lesion,BaseNEncoder,RandomForestClassifier,22,0.377496,0.813576,0.617141,0.99034,0.723728,0.992304,1.84033,0.114334,0.558054,0.99082,0.382859,0.00966041,0.113989,0.97941,0.111965,0.979333,280734,140429,1528,16856,0.196576,0.141623
colic.arff,surgical_lesion,BaseNEncoder,SGDClassifier,22,0.372019,0.825279,0.612257,0.821226,0.720547,0.862056,13.3006,6.10623,0.54942,0.79804,0.387743,0.178774,0.079253,0.620702,0.0898132,0.604674,280734,140429,1528,16856,0.205128,0.158852
colic.arff,surgical_lesion,BaseNEncoder,SVC,22,0.4074,0.778701,0.627663,0.888587,0.742178,0.913967,0.691265,0.353934,0.556239,0.8709,0.372337,0.111413,0.0988616,0.758512,0.105373,0.756227,280734,140429,1528,16856,0.194771,0.138787
colic.arff,surgical_lesion,BinaryEncoder,DecisionTreeClassifier,22,0.222132,1.04938,0.752256,1,0.803258,1,8.55677,0.000000000000000999,0.731993,1,0.247744,0,0.475444,1,0.465594,1,280734,140429,1280,16544,0.0556629,0.150763
colic.arff,surgical_lesion,BinaryEncoder,GaussianNB,22,0.230423,1.08089,0.793694,0.819146,0.835279,0.855662,1.90049,1.47608,0.780499,0.808059,0.206306,0.180854,0.563047,0.613755,0.558541,0.613574,280734,140429,1280,16544,0.0581752,0.153693
colic.arff,surgical_lesion,BinaryEncoder,GradientBoostingClassifier,22,0.371074,1.07068,0.837099,0.98702,0.87331,0.989727,0.446176,0.0993042,0.815952,0.98531,0.162901,0.0129801,0.651302,0.972133,0.644152,0.972102,280734,140429,1280,16544,0.0580355,0.148291
colic.arff,surgical_lesion,BinaryEncoder,KNeighborsClassifier,22,0.213456,1.02179,0.788355,0.845711,0.832562,0.880231,2.2034,0.312905,0.767881,0.826742,0.211645,0.154289,0.548809,0.665197,0.54309,0.663682,280734,140429,1280,16544,0.0543402,0.148654
colic.arff,surgical_lesion,BinaryEncoder,LogisticRegression,22,0.231929,1.06283,0.821238,0.884668,0.861317,0.910196,0.443795,0.321811,0.801692,0.86964,0.178762,0.115332,0.614988,0.750326,0.608316,0.749186,280734,140429,1280,16544,0.0560242,0.157258
colic.arff,surgical_lesion,BinaryEncoder,MLPClassifier,22,0.830908,1.0836,0.823581,0.991547,0.86401,0.993297,0.514545,0.0778074,0.800431,0.990761,0.176419,0.00845287,0.620187,0.981907,0.61176,0.981858,280734,140429,1280,16544,0.0533723,0.140916
colic.arff,surgical_lesion,BinaryEncoder,RandomForestClassifier,22,0.265871,1.17475,0.829208,0.991847,0.862384,0.993524,1.01896,0.113497,0.815748,0.99184,0.170792,0.00815349,0.641903,0.982571,0.636215,0.98252,280734,140429,1280,16544,0.0632871,0.168144
colic.arff,surgical_lesion,BinaryEncoder,SGDClassifier,22,0.220672,1.01675,0.741584,0.776289,0.783316,0.809182,8.92538,7.66894,0.738528,0.78084,0.258416,0.223711,0.473458,0.558604,0.456017,0.535302,280734,140429,1280,16544,0.0548402,0.150829
colic.arff,surgical_lesion,BinaryEncoder,SVC,22,0.269184,1.05908,0.826569,0.888587,0.867118,0.913967,0.43024,0.355594,0.80297,0.8709,0.173431,0.111413,0.62305,0.758512,0.617031,0.756227,280734,140429,1280,16544,0.0539435,0.153031
colic.arff,surgical_lesion,HashingEncoder,DecisionTreeClassifier,22,0.293519,0.370333,0.796764,0.997284,0.837805,0.997849,6.74588,0.00487122,0.782215,0.996663,0.203236,0.00271631,0.567633,0.994184,0.564337,0.994165,280734,34086.4,944,3024,0.000305009,0.236443
colic.arff,surgical_lesion,HashingEncoder,GaussianNB,22,0.247666,0.249702,0.79369,0.800119,0.830019,0.836824,0.717169,0.606822,0.787852,0.7955,0.20631,0.199881,0.573037,0.581209,0.567916,0.579477,280734,34086.4,944,3024,0.000335193,0.236346
colic.arff,surgical_lesion,HashingEncoder,GradientBoostingClassifier,22,0.355866,0.256942,0.837462,0.97887,0.875104,0.983386,0.42919,0.123967,0.813338,0.974283,0.162538,0.0211299,0.65119,0.954649,0.642182,0.954373,280734,34086.4,944,3024,0.00025878,0.222796
colic.arff,surgical_lesion,HashingEncoder,KNeighborsClassifier,22,0.274508,0.296339,0.812474,0.858691,0.855248,0.891924,1.94299,0.324307,0.787178,0.835346,0.187526,0.141309,0.594968,0.692364,0.588412,0.688589,280734,34086.4,944,3024,0.000291777,0.273544
colic.arff,surgical_lesion,HashingEncoder,LogisticRegression,22,0.271325,0.263933,0.810349,0.839688,0.851244,0.875194,0.448392,0.391126,0.789444,0.821467,0.189651,0.160312,0.597307,0.652215,0.588396,0.651339,280734,34086.4,944,3024,0.000312567,0.263863
colic.arff,surgical_lesion,HashingEncoder,MLPClassifier,22,0.761421,0.250262,0.809989,0.922414,0.854242,0.939368,0.490454,0.220993,0.784521,0.911606,0.190011,0.0775855,0.589492,0.832505,0.582049,0.831727,280734,34086.4,944,3024,0.000327015,0.238981
colic.arff,surgical_lesion,HashingEncoder,RandomForestClassifier,22,0.279338,0.304286,0.799241,0.989432,0.843341,0.991605,0.86162,0.122182,0.780015,0.989089,0.200759,0.0105677,0.567286,0.977426,0.563642,0.977346,280734,34086.4,944,3024,0.00033319,0.246364
colic.arff,surgical_lesion,HashingEncoder,SGDClassifier,22,0.253059,0.258744,0.725644,0.771158,0.759463,0.813852,9.47592,7.8554,0.715594,0.749803,0.274356,0.228842,0.443303,0.529764,0.42152,0.505512,280734,34086.4,944,3024,0.000316763,0.243107
colic.arff,surgical_lesion,HashingEncoder,SVC,22,0.332864,0.304228,0.804793,0.836666,0.847568,0.87321,0.456105,0.405588,0.78324,0.817059,0.195207,0.163334,0.584943,0.645331,0.574983,0.644013,280734,34086.4,944,3024,0.000395298,0.302861
colic.arff,surgical_lesion,LeaveOneOutEncoder,DecisionTreeClassifier,22,0.987465,1.66983,0.798945,1,0.837319,1,6.94419,0.000000000000000999,0.790347,1,0.201055,0,0.582558,1,0.572316,1,280734,42393.6,1320,31574.4,0.626796,0.338608
colic.arff,surgical_lesion,LeaveOneOutEncoder,GaussianNB,22,0.964028,1.59222,0.780899,0.796195,0.820219,0.834103,1.38028,1.07782,0.773243,0.790188,0.219101,0.203805,0.54528,0.571817,0.539227,0.570363,280734,42393.6,1320,31574.4,0.610359,0.333516
colic.arff,surgical_lesion,LeaveOneOutEncoder,GradientBoostingClassifier,22,0.960664,1.34858,0.823289,0.99094,0.862281,0.992806,0.448298,0.0925201,0.805082,0.990783,0.176711,0.00905984,0.618016,0.980607,0.615514,0.980574,280734,42393.6,1320,31574.4,0.518808,0.309731
colic.arff,surgical_lesion,LeaveOneOutEncoder,KNeighborsClassifier,22,0.825939,1.46671,0.728434,0.822456,0.782512,0.86243,2.3727,0.36831,0.707293,0.801195,0.271566,0.177544,0.426576,0.61403,0.417582,0.612476,280734,42393.6,1320,31574.4,0.520677,0.303079
colic.arff,surgical_lesion,LeaveOneOutEncoder,LogisticRegression,22,0.781461,1.29748,0.829501,0.852058,0.868055,0.885573,0.42271,0.379213,0.808395,0.832288,0.170499,0.147942,0.632428,0.678464,0.626258,0.67669,280734,42393.6,1320,31574.4,0.489502,0.275061
colic.arff,surgical_lesion,LeaveOneOutEncoder,MLPClassifier,22,1.49641,1.5349,0.837036,0.908206,0.87306,0.92832,0.423978,0.266916,0.818653,0.895928,0.162964,0.0917941,0.655533,0.801675,0.644016,0.800798,280734,42393.6,1320,31574.4,0.551836,0.313534
colic.arff,surgical_lesion,LeaveOneOutEncoder,RandomForestClassifier,22,0.94323,1.54081,0.820432,0.992448,0.857794,0.994001,1.2611,0.108717,0.805701,0.99232,0.179568,0.00755199,0.61827,0.983853,0.613414,0.983811,280734,42393.6,1320,31574.4,0.565307,0.316669
colic.arff,surgical_lesion,LeaveOneOutEncoder,SGDClassifier,22,0.765529,1.31424,0.769365,0.783799,0.806831,0.822008,7.96687,7.35855,0.752114,0.766732,0.230635,0.216201,0.534401,0.569048,0.50782,0.536988,280734,42393.6,1320,31574.4,0.481509,0.287548
colic.arff,surgical_lesion,LeaveOneOutEncoder,SVC,22,1.04796,1.65602,0.823724,0.856891,0.862187,0.888209,0.435148,0.371149,0.806661,0.840194,0.176276,0.143109,0.622342,0.691095,0.616639,0.689384,280734,42393.6,1320,31574.4,0.64047,0.337055
colic.arff,surgical_lesion,OneHotEncoder,DecisionTreeClassifier,22,0.19127,0.915819,0.784922,1,0.832559,1,7.42854,0.000000000000000999,0.765345,1,0.215078,0,0.534996,1,0.531646,1,280734,188122,1040,15896,0.0451957,0.241471
colic.arff,surgical_lesion,OneHotEncoder,GaussianNB,22,0.193243,0.938203,0.772349,0.795859,0.813215,0.831917,4.01927,3.00274,0.763012,0.790977,0.227651,0.204141,0.524883,0.576726,0.520788,0.571897,280734,188122,1040,15896,0.0480942,0.12625
colic.arff,surgical_lesion,OneHotEncoder,GradientBoostingClassifier,22,0.331158,0.931165,0.836878,0.99034,0.872674,0.992335,0.412459,0.0973124,0.818288,0.989804,0.163122,0.00966042,0.649469,0.97929,0.644905,0.979274,280734,188122,1040,15896,0.0453187,0.126922
colic.arff,surgical_lesion,OneHotEncoder,KNeighborsClassifier,22,0.192199,0.952398,0.793757,0.862317,0.835232,0.892746,1.48327,0.307477,0.776787,0.845838,0.206243,0.137683,0.561813,0.701678,0.557943,0.700684,280734,188122,1040,15896,0.0467733,0.128977
colic.arff,surgical_lesion,OneHotEncoder,LogisticRegression,22,0.211149,1.01927,0.821242,0.891005,0.859615,0.914761,0.463003,0.304328,0.805037,0.878056,0.178758,0.108995,0.617544,0.764398,0.612289,0.763722,280734,188122,1040,15896,0.0501535,0.152924
colic.arff,surgical_lesion,OneHotEncoder,MLPClassifier,22,0.874624,0.992537,0.804291,0.996076,0.845203,0.996893,0.584063,0.0490046,0.786795,0.995199,0.195709,0.00392386,0.584217,0.991585,0.577306,0.99157,280734,188122,1040,15896,0.0511129,0.132268
colic.arff,surgical_lesion,OneHotEncoder,RandomForestClassifier,22,0.205312,0.941786,0.826213,0.991849,0.858899,0.993526,0.994706,0.108305,0.819714,0.991681,0.173787,0.00815075,0.636197,0.982565,0.632709,0.982526,280734,188122,1040,15896,0.0458126,0.124168
colic.arff,surgical_lesion,OneHotEncoder,SGDClassifier,22,0.198557,0.930236,0.755563,0.836332,0.808479,0.873841,8.44254,5.61334,0.731468,0.815903,0.244437,0.163668,0.476618,0.647761,0.467039,0.639857,280734,188122,1040,15896,0.0473807,0.141034
colic.arff,surgical_lesion,OneHotEncoder,SVC,22,0.264175,0.93619,0.810349,0.896754,0.853377,0.91965,0.454378,0.362042,0.788345,0.882464,0.189651,0.103246,0.587804,0.776531,0.584424,0.775397,280734,188122,1040,15896,0.0513919,0.128192
colic.arff,surgical_lesion,OrdinalEncoder,DecisionTreeClassifier,22,0.107887,0.322513,0.760372,1,0.806604,1,8.27645,0.000000000000000999,0.746329,1,0.239628,0,0.495229,1,0.490719,1,280734,42393.6,968,15496,0.0485417,0.047749
colic.arff,surgical_lesion,OrdinalEncoder,GaussianNB,22,0.0994519,0.305393,0.788573,0.805556,0.827895,0.842237,0.824223,0.664136,0.778944,0.799132,0.211427,0.194444,0.558171,0.590361,0.552678,0.589203,280734,42393.6,968,15496,0.0457784,0.0408324
colic.arff,surgical_lesion,OrdinalEncoder,GradientBoostingClassifier,22,0.223827,0.352054,0.828912,0.988224,0.867857,0.990628,0.42644,0.105123,0.807939,0.98863,0.171088,0.0117762,0.629595,0.974848,0.625318,0.974789,280734,42393.6,968,15496,0.0505576,0.0468257
colic.arff,surgical_lesion,OrdinalEncoder,KNeighborsClassifier,22,0.102059,0.305727,0.728517,0.810983,0.7942,0.858332,2.13936,0.405489,0.692222,0.776867,0.271483,0.189017,0.403004,0.585277,0.396898,0.576803,280734,42393.6,968,15496,0.0460079,0.0424698
colic.arff,surgical_lesion,OrdinalEncoder,LogisticRegression,22,0.10783,0.318052,0.847985,0.869576,0.880691,0.898815,0.442347,0.373802,0.833673,0.852283,0.152015,0.130424,0.673934,0.717057,0.670867,0.71562,280734,42393.6,968,15496,0.0479131,0.0444372
colic.arff,surgical_lesion,OrdinalEncoder,MLPClassifier,22,0.583237,0.376881,0.823743,0.932949,0.867872,0.952632,0.521398,0.197067,0.797247,0.916443,0.176257,0.0670505,0.617266,0.844099,0.601622,0.839502,280734,42393.6,968,15496,0.0568734,0.0477788
colic.arff,surgical_lesion,OrdinalEncoder,RandomForestClassifier,22,0.127621,0.317994,0.839588,0.992751,0.870865,0.994245,1.00924,0.115841,0.8332,0.992732,0.160412,0.00724897,0.662612,0.984509,0.658888,0.984455,280734,42393.6,968,15496,0.0497009,0.0443313
colic.arff,surgical_lesion,OrdinalEncoder,SGDClassifier,22,0.100388,0.299146,0.733614,0.755495,0.780442,0.802378,9.20065,8.42466,0.704493,0.729561,0.266386,0.244505,0.457781,0.505165,0.409847,0.461702,280734,42393.6,968,15496,0.0449192,0.0422343
colic.arff,surgical_lesion,OrdinalEncoder,SVC,22,0.173385,0.311176,0.847985,0.872594,0.882877,0.901922,0.428754,0.392575,0.827443,0.852644,0.152015,0.127406,0.670935,0.723228,0.666418,0.720601,280734,42393.6,968,15496,0.0497586,0.0420475
colic.arff,surgical_lesion,TargetEncoder,DecisionTreeClassifier,22,0.717078,1.3296,0.782942,1,0.821943,1,7.49691,0.000000000000000999,0.774505,1,0.217058,0,0.549738,1,0.542236,1,280734,42393.6,1280,33104,0.427921,0.271305
colic.arff,surgical_lesion,TargetEncoder,GaussianNB,22,0.812468,1.39811,0.786309,0.795592,0.824551,0.833477,1.3442,1.08133,0.778988,0.789877,0.213691,0.204408,0.556525,0.570819,0.55056,0.569346,280734,42393.6,1280,33104,0.455892,0.288153
colic.arff,surgical_lesion,TargetEncoder,GradientBoostingClassifier,22,0.916068,1.47733,0.820436,0.990942,0.860217,0.992808,0.445098,0.0933638,0.801236,0.990619,0.179564,0.00905802,0.611734,0.980605,0.609021,0.980576,280734,42393.6,1280,33104,0.45167,0.314627
colic.arff,surgical_lesion,TargetEncoder,KNeighborsClassifier,22,0.966478,1.73341,0.728434,0.822456,0.782512,0.86243,2.37088,0.368068,0.707293,0.801195,0.271566,0.177544,0.426576,0.61403,0.417582,0.612476,280734,42393.6,1280,33104,0.574096,0.400816
colic.arff,surgical_lesion,TargetEncoder,LogisticRegression,22,0.801047,1.57287,0.826869,0.852662,0.866316,0.88599,0.423221,0.378982,0.804824,0.833104,0.173131,0.147338,0.625817,0.679824,0.620063,0.678115,280734,42393.6,1280,33104,0.46953,0.319661
colic.arff,surgical_lesion,TargetEncoder,MLPClassifier,22,1.2544,1.36191,0.825996,0.906382,0.863581,0.927056,0.425674,0.265499,0.809499,0.893287,0.174004,0.0936178,0.630507,0.797497,0.621614,0.796519,280734,42393.6,1280,33104,0.41895,0.26065
colic.arff,surgical_lesion,TargetEncoder,RandomForestClassifier,22,0.764314,1.38857,0.825403,0.992452,0.862956,0.994021,1.18503,0.106725,0.809137,0.991641,0.174597,0.00754834,0.625203,0.983883,0.621176,0.983786,280734,42393.6,1280,33104,0.43131,0.281933
colic.arff,surgical_lesion,TargetEncoder,SGDClassifier,22,0.770331,1.4313,0.753141,0.796229,0.807712,0.848362,8.5262,6.98833,0.71655,0.758347,0.246859,0.203771,0.482191,0.563887,0.446176,0.536973,280734,42393.6,1280,33104,0.447954,0.275789
colic.arff,surgical_lesion,TargetEncoder,SVC,22,0.735904,1.33509,0.823724,0.856588,0.862187,0.887995,0.436116,0.370503,0.806661,0.839784,0.176276,0.143412,0.622342,0.690419,0.616639,0.688678,280734,42393.6,1280,33104,0.414298,0.267268
colic.orig.arff,pathology_cp_data,BaseNEncoder,DecisionTreeClassifier,27,0.0166248,0.0480803,0.788158,1,0.842765,1,7.31677,0.000000000000000999,0.757019,1,0.211842,0,0.520768,1,0.515499,1,2649.6,2649.6,1528,2064,0.000546956,0.0000131
colic.orig.arff,pathology_cp_data,BaseNEncoder,GaussianNB,27,0.0121433,0.0442538,0.604532,0.603273,0.564179,0.573011,7.86722,7.66644,0.701583,0.700827,0.395468,0.396727,0.430332,0.429498,0.316983,0.311519,2649.6,2649.6,1528,2064,0.000408077,0.0000119
colic.orig.arff,pathology_cp_data,BaseNEncoder,GradientBoostingClassifier,27,0.17396,0.0499116,0.856433,0.993958,0.895164,0.995468,0.369039,0.0829604,0.826237,0.991253,0.143567,0.00604235,0.677783,0.986502,0.664573,0.986406,2649.6,2649.6,1528,2064,0.000391889,0.0000448
colic.orig.arff,pathology_cp_data,BaseNEncoder,KNeighborsClassifier,27,0.0138129,0.0552153,0.685234,0.795604,0.786635,0.859611,1.87991,0.382116,0.592667,0.724029,0.314766,0.204396,0.225961,0.522185,0.207487,0.494645,2649.6,2649.6,1528,2064,0.000388622,0.0000199
colic.orig.arff,pathology_cp_data,BaseNEncoder,LogisticRegression,27,0.014136,0.0421269,0.665205,0.744253,0.751324,0.810655,0.542713,0.451837,0.61425,0.704883,0.334795,0.255747,0.243375,0.417883,0.237071,0.417047,2649.6,2649.6,1528,2064,0.0004776,0.000012
colic.orig.arff,pathology_cp_data,BaseNEncoder,MLPClassifier,27,0.697688,0.0480945,0.736988,0.9855,0.804209,0.98913,0.589804,0.120893,0.696147,0.98113,0.263012,0.0144998,0.40559,0.967519,0.399969,0.967363,2649.6,2649.6,1528,2064,0.00064826,0.0000131
colic.orig.arff,pathology_cp_data,BaseNEncoder,RandomForestClassifier,27,0.0435365,0.0575598,0.804825,0.991842,0.856051,0.993819,0.480534,0.112005,0.773686,0.992525,0.195175,0.00815809,0.56088,0.981905,0.54858,0.981824,2649.6,2649.6,1528,2064,0.000522208,0.0000124
colic.orig.arff,pathology_cp_data,BaseNEncoder,SGDClassifier,27,0.0147389,0.0477667,0.673684,0.698348,0.754278,0.771786,11.1789,10.3891,0.631,0.663438,0.326316,0.301652,0.268617,0.327212,0.263865,0.326001,2649.6,2649.6,1528,2064,0.000446081,0.0000255
colic.orig.arff,pathology_cp_data,BaseNEncoder,SVC,27,0.095986,0.0451792,0.686842,0.760584,0.771839,0.82586,0.54745,0.496481,0.628737,0.714113,0.313158,0.239416,0.279659,0.447541,0.271745,0.444239,2649.6,2649.6,1528,2064,0.000714827,0.0000159
