dataset,target,encoder,model,features,fit_time,score_time,test_accuracy,train_accuracy,test_f1_macro,train_f1_macro,test_log_loss,train_log_loss,test_auc,train_auc,test_brier,train_brier,test_matthews,train_matthews,test_kappa,train_kappa,original_df_mem,encoded_df_mem,blank_encoder_mem,trained_encoder_mem,fit_encoder_time,score_encoder_time
arrhythmia.arff,class,BaseNEncoder,DecisionTreeClassifier,279,0.0580632,0.0369539,0.789741,1,0.807819,1,7.26209,0.000000000000000999,0.78756,1,0.210259,0,0.579076,1,0.575525,1,3254.4,3254.4,1528,2064,0.000415683,0.0000117
arrhythmia.arff,class,BaseNEncoder,GaussianNB,279,0.0152556,0.038076,0.672657,0.716814,0.761205,0.792894,11.1743,9.69967,0.64625,0.69082,0.327343,0.283186,0.379232,0.500646,0.306258,0.40085,3254.4,3254.4,1528,2064,0.000312304,0.0000106
arrhythmia.arff,class,BaseNEncoder,GradientBoostingClassifier,279,0.526781,0.0344651,0.84339,0.996556,0.860595,0.996837,0.391207,0.0909768,0.838607,0.996239,0.15661,0.00344405,0.690598,0.993089,0.682113,0.993057,3254.4,3254.4,1528,2064,0.000381589,0.0000125
arrhythmia.arff,class,BaseNEncoder,KNeighborsClassifier,279,0.0155699,0.102933,0.646179,0.726165,0.741215,0.792195,3.367,0.469607,0.619405,0.704452,0.353821,0.273835,0.315761,0.488404,0.250621,0.425708,3254.4,3254.4,1528,2064,0.00039897,0.0000132
arrhythmia.arff,class,BaseNEncoder,LogisticRegression,279,0.0673853,0.03747,0.737073,0.947638,0.765116,0.952597,0.74241,0.163417,0.73175,0.945536,0.262927,0.0523622,0.473846,0.894971,0.466925,0.894161,3254.4,3254.4,1528,2064,0.000391746,0.0000116
arrhythmia.arff,class,BaseNEncoder,MLPClassifier,279,1.07396,0.0381476,0.750167,0.988427,0.77321,0.989401,0.661674,0.064248,0.746571,0.988034,0.249833,0.0115727,0.499782,0.976775,0.494798,0.976659,3254.4,3254.4,1528,2064,0.000390792,0.0000114
arrhythmia.arff,class,BaseNEncoder,RandomForestClassifier,279,0.0429939,0.0394096,0.789444,0.991888,0.799066,0.992496,0.623263,0.141548,0.790345,0.9921,0.210556,0.00811238,0.582095,0.983698,0.578249,0.983668,3254.4,3254.4,1528,2064,0.000317955,0.0000108
arrhythmia.arff,class,BaseNEncoder,SGDClassifier,279,0.0227576,0.0466855,0.72823,0.870688,0.742319,0.879702,9.3866,4.45041,0.728107,0.870435,0.27177,0.129312,0.457814,0.740494,0.454858,0.73992,3254.4,3254.4,1528,2064,0.000552297,0.0000126
arrhythmia.arff,class,BaseNEncoder,SVC,279,0.363389,0.0531347,0.688463,0.967798,0.711521,0.97058,0.579505,0.449148,0.685321,0.966674,0.311537,0.032202,0.380363,0.93535,0.37223,0.935021,3254.4,3254.4,1528,2064,0.000339961,0.0000124
arrhythmia.arff,class,BinaryEncoder,DecisionTreeClassifier,279,0.0534535,0.0329647,0.780806,1,0.800031,1,7.5707,0.000000000000000999,0.778619,1,0.219194,0,0.561483,1,0.557216,1,3254.4,3254.4,1280,1720,0.000369048,0.0000104
arrhythmia.arff,class,BinaryEncoder,GaussianNB,279,0.0154936,0.0380143,0.672657,0.716814,0.761205,0.792894,11.1743,9.69967,0.64625,0.69082,0.327343,0.283186,0.379232,0.500646,0.306258,0.40085,3254.4,3254.4,1280,1720,0.000370812,0.0000109
arrhythmia.arff,class,BinaryEncoder,GradientBoostingClassifier,279,0.535379,0.03707,0.836673,0.995817,0.855463,0.996162,0.395497,0.0916936,0.831262,0.995433,0.163327,0.00418296,0.677088,0.991614,0.668069,0.991566,3254.4,3254.4,1280,1720,0.00038414,0.0000106
arrhythmia.arff,class,BinaryEncoder,KNeighborsClassifier,279,0.0147036,0.0967793,0.646179,0.726165,0.741215,0.792195,3.367,0.469607,0.619405,0.704452,0.353821,0.273835,0.315761,0.488404,0.250621,0.425708,3254.4,3254.4,1280,1720,0.000328326,0.0000129
arrhythmia.arff,class,BinaryEncoder,LogisticRegression,279,0.0768662,0.0411705,0.737073,0.947638,0.765116,0.952597,0.74241,0.163417,0.73175,0.945536,0.262927,0.0523622,0.473846,0.894971,0.466925,0.894161,3254.4,3254.4,1280,1720,0.000414371,0.0000116
arrhythmia.arff,class,BinaryEncoder,MLPClassifier,279,0.845164,0.0356159,0.752435,0.986957,0.772202,0.988012,0.619876,0.0794874,0.7495,0.98672,0.247565,0.0130427,0.506105,0.973759,0.500587,0.973711,3254.4,3254.4,1280,1720,0.00034306,0.0000103
arrhythmia.arff,class,BinaryEncoder,RandomForestClassifier,279,0.0428246,0.0412996,0.772354,0.992631,0.782262,0.993185,0.80525,0.144703,0.773357,0.992743,0.227646,0.00736863,0.547838,0.985227,0.544001,0.985165,3254.4,3254.4,1280,1720,0.000379419,0.000012
arrhythmia.arff,class,BinaryEncoder,SGDClassifier,279,0.0173955,0.0349724,0.72561,0.85692,0.738594,0.867311,9.47708,4.92572,0.725643,0.856203,0.27439,0.14308,0.455434,0.713256,0.450162,0.712043,3254.4,3254.4,1280,1720,0.000390792,0.0000112
arrhythmia.arff,class,BinaryEncoder,SVC,279,0.377452,0.0542967,0.688463,0.967798,0.711521,0.97058,0.582135,0.455184,0.685321,0.966674,0.311537,0.032202,0.380363,0.93535,0.37223,0.935021,3254.4,3254.4,1280,1720,0.000338078,0.0000113
arrhythmia.arff,class,HashingEncoder,DecisionTreeClassifier,279,0.0589353,0.0434125,0.773887,1,0.791679,1,7.80968,0.000000000000000999,0.772226,1,0.226113,0,0.549239,1,0.544051,1,3254.4,3254.4,944,992,0.000259495,0.0000196
arrhythmia.arff,class,HashingEncoder,GaussianNB,279,0.0157238,0.0405477,0.672657,0.716814,0.761205,0.792894,11.1743,9.69967,0.64625,0.69082,0.327343,0.283186,0.379232,0.500646,0.306258,0.40085,3254.4,3254.4,944,992,0.000279713,0.0000108
arrhythmia.arff,class,HashingEncoder,GradientBoostingClassifier,279,0.545379,0.037112,0.845466,0.996063,0.862032,0.996386,0.391697,0.090553,0.840786,0.995702,0.154534,0.00393726,0.694249,0.992106,0.686404,0.992062,3254.4,3254.4,944,992,0.000232434,0.000012
arrhythmia.arff,class,HashingEncoder,KNeighborsClassifier,279,0.0150144,0.0999487,0.646179,0.726165,0.741215,0.792195,3.367,0.469607,0.619405,0.704452,0.353821,0.273835,0.315761,0.488404,0.250621,0.425708,3254.4,3254.4,944,992,0.000238633,0.0000139
arrhythmia.arff,class,HashingEncoder,LogisticRegression,279,0.0638355,0.0339016,0.737073,0.947638,0.765116,0.952597,0.74241,0.163417,0.73175,0.945536,0.262927,0.0523622,0.473846,0.894971,0.466925,0.894161,3254.4,3254.4,944,992,0.000276113,0.0000106
arrhythmia.arff,class,HashingEncoder,MLPClassifier,279,0.827876,0.0392454,0.74152,0.986703,0.762756,0.987946,0.653986,0.0813597,0.738798,0.98611,0.25848,0.0132969,0.48105,0.973445,0.478416,0.973129,3254.4,3254.4,944,992,0.000238848,0.0000107
arrhythmia.arff,class,HashingEncoder,RandomForestClassifier,279,0.043565,0.0451447,0.744433,0.992876,0.754285,0.993394,0.664865,0.149303,0.745107,0.99322,0.255567,0.00712353,0.49308,0.985729,0.488592,0.985665,3254.4,3254.4,944,992,0.000219345,0.0000109
arrhythmia.arff,class,HashingEncoder,SGDClassifier,279,0.0166702,0.0346162,0.714998,0.865062,0.72758,0.875588,9.84363,4.64531,0.714619,0.864038,0.285002,0.134938,0.436402,0.728465,0.429147,0.728167,3254.4,3254.4,944,992,0.000295234,0.0000109
arrhythmia.arff,class,HashingEncoder,SVC,279,0.367577,0.0534903,0.688463,0.967798,0.711521,0.97058,0.580695,0.456669,0.685321,0.966674,0.311537,0.032202,0.380363,0.93535,0.37223,0.935021,3254.4,3254.4,944,992,0.000259519,0.0000114
arrhythmia.arff,class,LeaveOneOutEncoder,DecisionTreeClassifier,279,0.0536309,0.0332494,0.771864,1,0.784951,1,7.87953,0.000000000000000999,0.772119,1,0.228136,0,0.547159,1,0.541853,1,3254.4,3254.4,1320,1616,0.00059042,0.0000165
arrhythmia.arff,class,LeaveOneOutEncoder,GaussianNB,279,0.0143645,0.036383,0.672657,0.716814,0.761205,0.792894,11.1743,9.69967,0.64625,0.69082,0.327343,0.283186,0.379232,0.500646,0.306258,0.40085,3254.4,3254.4,1320,1616,0.00051074,0.00000997
arrhythmia.arff,class,LeaveOneOutEncoder,GradientBoostingClassifier,279,0.502717,0.0336887,0.84339,0.996309,0.860383,0.996611,0.385987,0.0907202,0.838524,0.995971,0.15661,0.00369096,0.690404,0.992597,0.682091,0.992559,3254.4,3254.4,1320,1616,0.000521851,0.00000968
arrhythmia.arff,class,LeaveOneOutEncoder,KNeighborsClassifier,279,0.0141731,0.0967309,0.646179,0.726165,0.741215,0.792195,3.367,0.469607,0.619405,0.704452,0.353821,0.273835,0.315761,0.488404,0.250621,0.425708,3254.4,3254.4,1320,1616,0.000537467,0.00000982
arrhythmia.arff,class,LeaveOneOutEncoder,LogisticRegression,279,0.0632421,0.0348645,0.737073,0.947638,0.765116,0.952597,0.74241,0.163417,0.73175,0.945536,0.262927,0.0523622,0.473846,0.894971,0.466925,0.894161,3254.4,3254.4,1320,1616,0.000521255,0.0000112
arrhythmia.arff,class,LeaveOneOutEncoder,MLPClassifier,279,0.895793,0.0373469,0.737271,0.991151,0.761618,0.991875,0.650401,0.0695575,0.732988,0.990922,0.262729,0.00884888,0.475826,0.98236,0.468217,0.982161,3254.4,3254.4,1320,1616,0.000461435,0.0000216
arrhythmia.arff,class,LeaveOneOutEncoder,RandomForestClassifier,279,0.0420655,0.0403522,0.765635,0.988451,0.774457,0.989302,0.779495,0.145206,0.767155,0.988765,0.234365,0.0115486,0.537639,0.976822,0.531137,0.976756,3254.4,3254.4,1320,1616,0.000528812,0.00000989
arrhythmia.arff,class,LeaveOneOutEncoder,SGDClassifier,279,0.0153676,0.0339107,0.727892,0.874401,0.75041,0.884131,9.39828,4.33819,0.724405,0.873415,0.272108,0.125599,0.456987,0.747851,0.450519,0.746998,3254.4,3254.4,1320,1616,0.000560427,0.00000956
arrhythmia.arff,class,LeaveOneOutEncoder,SVC,279,0.369932,0.054888,0.688463,0.967798,0.711521,0.97058,0.579436,0.447179,0.685321,0.966674,0.311537,0.032202,0.380363,0.93535,0.37223,0.935021,3254.4,3254.4,1320,1616,0.000701356,0.00000989
arrhythmia.arff,class,OneHotEncoder,DecisionTreeClassifier,279,0.055483,0.0381933,0.783272,1,0.803892,1,7.48553,0.000000000000000999,0.780048,1,0.216728,0,0.566276,1,0.561542,1,3254.4,3254.4,1040,1480,0.000370908,0.0000111
arrhythmia.arff,class,OneHotEncoder,GaussianNB,279,0.0198949,0.0514801,0.672657,0.716814,0.761205,0.792894,11.1743,9.69967,0.64625,0.69082,0.327343,0.283186,0.379232,0.500646,0.306258,0.40085,3254.4,3254.4,1040,1480,0.000435996,0.0000139
arrhythmia.arff,class,OneHotEncoder,GradientBoostingClassifier,279,0.566714,0.0393988,0.834401,0.996556,0.852603,0.996837,0.398782,0.0918101,0.82956,0.996239,0.165599,0.00344405,0.671637,0.993089,0.663851,0.993057,3254.4,3254.4,1040,1480,0.000318933,0.0000111
arrhythmia.arff,class,OneHotEncoder,KNeighborsClassifier,279,0.0147347,0.100016,0.646179,0.726165,0.741215,0.792195,3.367,0.469607,0.619405,0.704452,0.353821,0.273835,0.315761,0.488404,0.250621,0.425708,3254.4,3254.4,1040,1480,0.000368142,0.0000117
arrhythmia.arff,class,OneHotEncoder,LogisticRegression,279,0.0625791,0.0344527,0.737073,0.947638,0.765116,0.952597,0.74241,0.163417,0.73175,0.945536,0.262927,0.0523622,0.473846,0.894971,0.466925,0.894161,3254.4,3254.4,1040,1480,0.00032239,0.0000111
arrhythmia.arff,class,OneHotEncoder,MLPClassifier,279,0.841169,0.0357567,0.767997,0.988444,0.790293,0.989421,0.626086,0.0742355,0.7635,0.987881,0.232003,0.0115564,0.536643,0.976791,0.530501,0.97669,3254.4,3254.4,1040,1480,0.000374961,0.0000117
arrhythmia.arff,class,OneHotEncoder,RandomForestClassifier,279,0.0427135,0.0409123,0.780898,0.990658,0.79345,0.991347,0.694335,0.140931,0.780702,0.990926,0.219102,0.00934209,0.567032,0.981271,0.55959,0.981197,3254.4,3254.4,1040,1480,0.000356936,0.0000365
arrhythmia.arff,class,OneHotEncoder,SGDClassifier,279,0.0162059,0.0381962,0.701405,0.87167,0.720322,0.882419,10.314,4.43237,0.699952,0.869968,0.298595,0.12833,0.404197,0.7421,0.399476,0.741165,3254.4,3254.4,1040,1480,0.0003865,0.0000109
arrhythmia.arff,class,OneHotEncoder,SVC,279,0.36339,0.0529833,0.688463,0.967798,0.711521,0.97058,0.576643,0.454933,0.685321,0.966674,0.311537,0.032202,0.380363,0.93535,0.37223,0.935021,3254.4,3254.4,1040,1480,0.000412464,0.0000335
arrhythmia.arff,class,OrdinalEncoder,DecisionTreeClassifier,279,0.055411,0.038613,0.767464,1,0.786789,1,8.03152,0.000000000000000999,0.76525,1,0.232536,0,0.535404,1,0.53083,1,3254.4,3254.4,968,1080,0.000405312,0.0000116
arrhythmia.arff,class,OrdinalEncoder,GaussianNB,279,0.0152692,0.0370413,0.672657,0.716814,0.761205,0.792894,11.1743,9.69967,0.64625,0.69082,0.327343,0.283186,0.379232,0.500646,0.306258,0.40085,3254.4,3254.4,968,1080,0.000324178,0.0000368
arrhythmia.arff,class,OrdinalEncoder,GradientBoostingClassifier,279,0.526905,0.0382253,0.84339,0.996309,0.859738,0.996611,0.391399,0.0908147,0.838905,0.995971,0.15661,0.00369096,0.689982,0.992597,0.68241,0.992559,3254.4,3254.4,968,1080,0.000352192,0.0000108
arrhythmia.arff,class,OrdinalEncoder,KNeighborsClassifier,279,0.0141366,0.101315,0.646179,0.726165,0.741215,0.792195,3.367,0.469607,0.619405,0.704452,0.353821,0.273835,0.315761,0.488404,0.250621,0.425708,3254.4,3254.4,968,1080,0.000304008,0.0000111
arrhythmia.arff,class,OrdinalEncoder,LogisticRegression,279,0.0722767,0.0405308,0.737073,0.947638,0.765116,0.952597,0.74241,0.163417,0.73175,0.945536,0.262927,0.0523622,0.473846,0.894971,0.466925,0.894161,3254.4,3254.4,968,1080,0.000358176,0.0000128
arrhythmia.arff,class,OrdinalEncoder,MLPClassifier,279,1.01811,0.0417798,0.728184,0.993845,0.75374,0.994318,0.697562,0.0565053,0.723643,0.993739,0.271816,0.00615462,0.457327,0.987614,0.449631,0.987605,3254.4,3254.4,968,1080,0.000360942,0.000011
arrhythmia.arff,class,OrdinalEncoder,RandomForestClassifier,279,0.0420735,0.0425064,0.763017,0.988203,0.772072,0.989029,0.641539,0.146543,0.764464,0.9887,0.236983,0.0117973,0.530498,0.976417,0.525534,0.976272,3254.4,3254.4,968,1080,0.000358105,0.0000113
arrhythmia.arff,class,OrdinalEncoder,SGDClassifier,279,0.0162071,0.0345028,0.718845,0.865778,0.733176,0.876315,9.71075,4.62758,0.718976,0.864657,0.281155,0.134222,0.439667,0.73028,0.436417,0.729574,3254.4,3254.4,968,1080,0.000342083,0.0000111
arrhythmia.arff,class,OrdinalEncoder,SVC,279,0.416538,0.0621234,0.688463,0.967798,0.711521,0.97058,0.579442,0.443206,0.685321,0.966674,0.311537,0.032202,0.380363,0.93535,0.37223,0.935021,3254.4,3254.4,968,1080,0.000562024,0.0000127
arrhythmia.arff,class,TargetEncoder,DecisionTreeClassifier,279,0.0528101,0.0325347,0.772161,1,0.78869,1,7.86929,0.000000000000000999,0.771,1,0.227839,0,0.545062,1,0.541066,1,3254.4,3254.4,1280,1424,0.000507164,0.00000937
arrhythmia.arff,class,TargetEncoder,GaussianNB,279,0.0140693,0.0354016,0.672657,0.716814,0.761205,0.792894,11.1743,9.69967,0.64625,0.69082,0.327343,0.283186,0.379232,0.500646,0.306258,0.40085,3254.4,3254.4,1280,1424,0.000530815,0.0000097
arrhythmia.arff,class,TargetEncoder,GradientBoostingClassifier,279,0.524191,0.0351367,0.845514,0.996555,0.862957,0.996837,0.393763,0.0909574,0.840405,0.996239,0.154486,0.00344465,0.694881,0.99309,0.686066,0.993056,3254.4,3254.4,1280,1424,0.000552273,0.00000958
arrhythmia.arff,class,TargetEncoder,KNeighborsClassifier,279,0.0136485,0.09325,0.646179,0.726165,0.741215,0.792195,3.367,0.469607,0.619405,0.704452,0.353821,0.273835,0.315761,0.488404,0.250621,0.425708,3254.4,3254.4,1280,1424,0.000539422,0.00000935
arrhythmia.arff,class,TargetEncoder,LogisticRegression,279,0.077115,0.041493,0.737073,0.947638,0.765116,0.952597,0.74241,0.163417,0.73175,0.945536,0.262927,0.0523622,0.473846,0.894971,0.466925,0.894161,3254.4,3254.4,1280,1424,0.000624347,0.000015
arrhythmia.arff,class,TargetEncoder,MLPClassifier,279,0.955557,0.0351852,0.748186,0.991394,0.774761,0.992152,0.660373,0.0622899,0.743309,0.990806,0.251814,0.00860618,0.492968,0.982815,0.48956,0.982628,3254.4,3254.4,1280,1424,0.000490189,0.00000949
arrhythmia.arff,class,TargetEncoder,RandomForestClassifier,279,0.0431904,0.0426167,0.747352,0.990168,0.759549,0.990885,0.582053,0.145856,0.748012,0.990514,0.252648,0.00983168,0.498248,0.980308,0.493905,0.980215,3254.4,3254.4,1280,1424,0.00049355,0.0000115
arrhythmia.arff,class,TargetEncoder,SGDClassifier,279,0.0170007,0.0351274,0.706346,0.864803,0.715124,0.874162,10.0699,4.64506,0.707202,0.864589,0.293654,0.135197,0.41992,0.728978,0.413256,0.728104,3254.4,3254.4,1280,1424,0.000543118,0.0000107
arrhythmia.arff,class,TargetEncoder,SVC,279,0.367073,0.0545414,0.688463,0.967798,0.711521,0.97058,0.577732,0.454127,0.685321,0.966674,0.311537,0.032202,0.380363,0.93535,0.37223,0.935021,3254.4,3254.4,1280,1424,0.000653553,0.0000107
audiology.arff,class,BaseNEncoder,DecisionTreeClassifier,69,1.04558,2.39299,0.779475,1,0.522002,1,7.61667,0.000000000000000999,0.71152,1,0.220525,0,0.38995,1,0.381651,1,911982,243432,1528,48348.8,0.610881,0.456994
audiology.arff,class,BaseNEncoder,GaussianNB,69,1.1502,2.43992,0.748127,0.956227,0,0.920654,8.69938,1.51185,0.5,0.970743,0.251873,0.0437725,0,0.896527,0,0.890751,911982,243432,1528,48348.8,0.677484,0.447774
audiology.arff,class,BaseNEncoder,GradientBoostingClassifier,69,1.30112,2.3645,0.816902,1,0.613229,1,0.674834,0.0142321,0.791728,1,0.183098,0,0.533991,1,0.506958,1,911982,243432,1528,48348.8,0.691831,0.471805
audiology.arff,class,BaseNEncoder,KNeighborsClassifier,69,1.1917,2.48695,0.862827,0.954755,0.530188,0.915332,1.83896,0.1109,0.728725,0.958765,0.137173,0.0452455,0.517147,0.887207,0.497149,0.884603,911982,243432,1528,48348.8,0.692909,0.545141
audiology.arff,class,BaseNEncoder,LogisticRegression,69,1.1547,2.53842,0.933164,0.990165,0.86862,0.980293,0.221879,0.0763991,0.925221,0.983727,0.0668361,0.00983536,0.839996,0.97386,0.824811,0.973741,911982,243432,1528,48348.8,0.661693,0.470388
audiology.arff,class,BaseNEncoder,MLPClassifier,69,1.16202,2.26334,0.748127,0.775378,0,0.146974,0.788698,0.468767,0.5,0.566628,0.251873,0.224622,0,0.137354,0,0.133462,911982,243432,1528,48348.8,0.647302,0.436197
audiology.arff,class,BaseNEncoder,RandomForestClassifier,69,1.15813,2.29015,0.800499,0.999507,0.314632,0.99901,0.401225,0.0381032,0.628235,0.99902,0.199501,0.000492611,0.299123,0.998691,0.276081,0.998682,911982,243432,1528,48348.8,0.666514,0.454147
audiology.arff,class,BaseNEncoder,SGDClassifier,69,1.13707,2.45149,0.933183,0.958724,0.86862,0.927685,2.30779,1.42561,0.920012,0.956179,0.0668172,0.0412755,0.838608,0.906703,0.825447,0.899721,911982,243432,1528,48348.8,0.642916,0.436224
audiology.arff,class,BaseNEncoder,SVC,69,1.16165,2.37781,0.767551,0.997049,0.604233,0.994117,1.07652,0.0412014,0.776103,0.995423,0.232449,0.00295086,0.519753,0.992181,0.491177,0.992147,911982,243432,1528,48348.8,0.660953,0.448244
audiology.arff,class,BinaryEncoder,DecisionTreeClassifier,69,0.808808,3.78102,0.960079,1,0.914394,1,1.37882,0.000000000000000999,0.937843,1,0.0399209,0,0.896254,1,0.888882,1,911982,243432,1280,48036.8,0.220542,0.556059
audiology.arff,class,BinaryEncoder,GaussianNB,69,0.942097,4.51547,0.923283,0.956227,0.865385,0.920654,2.64973,1.51185,0.92473,0.970743,0.0767175,0.0437725,0.822167,0.896527,0.814331,0.890751,911982,243432,1280,48036.8,0.239154,0.66072
audiology.arff,class,BinaryEncoder,GradientBoostingClassifier,69,0.8351,3.59658,0.960277,1,0.914277,1,0.163576,0.0141567,0.937843,1,0.0397233,0,0.895245,1,0.888777,1,911982,243432,1280,48036.8,0.199221,0.515931
audiology.arff,class,BinaryEncoder,KNeighborsClassifier,69,0.765254,3.70077,0.914747,0.954755,0.862784,0.915332,1.22303,0.1109,0.932598,0.958765,0.0852532,0.0452455,0.824123,0.887207,0.805734,0.884603,911982,243432,1280,48036.8,0.198073,0.526172
audiology.arff,class,BinaryEncoder,LogisticRegression,69,0.784918,3.67669,0.955119,0.990165,0.91352,0.980293,0.136607,0.0763991,0.947169,0.983727,0.0448805,0.00983536,0.889014,0.97386,0.883822,0.973741,911982,243432,1280,48036.8,0.206064,0.597769
audiology.arff,class,BinaryEncoder,MLPClassifier,69,0.759883,3.29677,0.793243,0.811033,0.242308,0.274669,0.498398,0.472136,0.617868,0.633184,0.206757,0.188967,0.227675,0.266905,0.224453,0.266189,911982,243432,1280,48036.8,0.19043,0.493735
audiology.arff,class,BinaryEncoder,RandomForestClassifier,69,0.734915,3.48932,0.959646,0.996559,0.912576,0.993088,0.117236,0.0379602,0.937476,0.993175,0.0403538,0.00344106,0.895725,0.990874,0.887045,0.990798,911982,243432,1280,48036.8,0.198644,0.492505
audiology.arff,class,BinaryEncoder,SGDClassifier,69,0.750347,3.93828,0.947431,0.970585,0.891364,0.935539,1.81567,1.00028,0.918235,0.94904,0.0525692,0.0294147,0.866936,0.922845,0.857329,0.917059,911982,243432,1280,48036.8,0.208133,0.54667
audiology.arff,class,BinaryEncoder,SVC,69,0.725989,3.66389,0.942076,0.997049,0.887646,0.994117,0.141564,0.0386922,0.932953,0.995423,0.057924,0.00295086,0.854827,0.992181,0.84929,0.992147,911982,243432,1280,48036.8,0.198863,0.530128
audiology.arff,class,HashingEncoder,DecisionTreeClassifier,69,0.181281,0.178634,0.792829,0.917403,0.561486,0.840685,3.79224,0.159213,0.71826,0.900131,0.207171,0.0825972,0.446757,0.786346,0.431292,0.785037,911982,24884.8,944,9320,0.000433779,0.178913
audiology.arff,class,HashingEncoder,GaussianNB,69,0.202378,0.207826,0.384321,0.378081,0.451631,0.447886,8.43139,8.40242,0.588603,0.584157,0.615679,0.621919,0.221391,0.220188,0.101073,0.0927005,911982,24884.8,944,9320,0.000477171,0.180246
audiology.arff,class,HashingEncoder,GradientBoostingClassifier,69,0.293781,0.221998,0.818916,0.891842,0.629936,0.790268,0.410359,0.239151,0.762868,0.864384,0.181084,0.108158,0.529103,0.718281,0.513426,0.71749,911982,24884.8,944,9320,0.000514078,0.197309
audiology.arff,class,HashingEncoder,KNeighborsClassifier,69,0.193967,0.205515,0.783917,0.85792,0.553203,0.725858,2.14708,0.363806,0.703652,0.820945,0.216083,0.14208,0.420932,0.632842,0.413175,0.630342,911982,24884.8,944,9320,0.000461793,0.179169
audiology.arff,class,HashingEncoder,LogisticRegression,69,0.195249,0.203316,0.713363,0.716342,0.118182,0.126385,0.504918,0.493495,0.505098,0.506792,0.286637,0.283658,0.0140613,0.0146497,0.0128961,0.016177,911982,24884.8,944,9320,0.000444055,0.181991
audiology.arff,class,HashingEncoder,MLPClassifier,69,0.208688,0.210142,0.581922,0.588768,0.14387,0.15118,0.751956,0.764165,0.492353,0.501069,0.418078,0.411232,-0.0137607,0.0117296,-0.021898,-0.00919779,911982,24884.8,944,9320,0.000480437,0.182767
audiology.arff,class,HashingEncoder,RandomForestClassifier,69,0.203341,0.197074,0.819509,0.911999,0.641822,0.834535,1.51995,0.202,0.762868,0.901672,0.180491,0.0880015,0.537047,0.777693,0.523723,0.774868,911982,24884.8,944,9320,0.000475216,0.167392
audiology.arff,class,HashingEncoder,SGDClassifier,69,0.173722,0.173917,0.673621,0.67001,0.0928945,0.0937154,11.2727,11.3975,0.501863,0.500586,0.326379,0.32999,0.00222066,0.001073,0.00202447,0.0010385,911982,24884.8,944,9320,0.000467134,0.161982
audiology.arff,class,HashingEncoder,SVC,69,0.190991,0.185766,0.748127,0.747792,0,0,0.527982,0.524254,0.5,0.5,0.251873,0.252208,0,0,0,0,911982,24884.8,944,9320,0.000439239,0.186473
audiology.arff,class,LeaveOneOutEncoder,DecisionTreeClassifier,69,2.21273,3.36359,0.960277,1,0.909126,1,1.37199,0.000000000000000999,0.932451,1,0.0397233,0,0.89483,1,0.884611,1,911982,113904,1320,88243.2,1.46389,0.792738
audiology.arff,class,LeaveOneOutEncoder,GaussianNB,69,2.28449,3.43136,0.914587,0.950333,0.851282,0.910603,2.95007,1.71544,0.918848,0.966798,0.0854131,0.049667,0.802833,0.883571,0.79409,0.876633,911982,113904,1320,88243.2,1.49881,0.756452
audiology.arff,class,LeaveOneOutEncoder,GradientBoostingClassifier,69,1.86543,2.62437,0.960277,1,0.914277,1,0.146909,0.00735339,0.937843,1,0.0397233,0,0.895245,1,0.888777,1,911982,113904,1320,88243.2,1.18142,0.581533
audiology.arff,class,LeaveOneOutEncoder,KNeighborsClassifier,69,2.55123,3.96113,0.928223,0.973445,0.877905,0.949333,0.565526,0.0605854,0.941789,0.977088,0.0717768,0.0265552,0.845005,0.932569,0.830201,0.931378,911982,113904,1320,88243.2,1.68985,0.855949
audiology.arff,class,LeaveOneOutEncoder,LogisticRegression,69,2.75129,4.00541,0.924468,0.954281,0.854339,0.91089,0.263849,0.240916,0.908554,0.944182,0.0755317,0.0457188,0.810354,0.880851,0.803713,0.880169,911982,113904,1320,88243.2,1.77479,0.944797
audiology.arff,class,LeaveOneOutEncoder,MLPClassifier,69,1.84384,2.67117,0.743779,0.75124,0,0.0290323,0.521462,0.522989,0.497059,0.508166,0.256221,0.24876,-0.012666,0.0312882,-0.00805369,0.0220865,911982,113904,1320,88243.2,1.17267,0.604738
audiology.arff,class,LeaveOneOutEncoder,RandomForestClassifier,69,1.80571,2.77826,0.955515,0.997047,0.902727,0.994019,0.1452,0.0390752,0.929326,0.994137,0.0444852,0.00295325,0.879303,0.992162,0.874289,0.992059,911982,113904,1320,88243.2,1.17657,0.606955
audiology.arff,class,LeaveOneOutEncoder,SGDClassifier,69,2.3382,3.58999,0.88929,0.920788,0.759407,0.832544,3.39142,2.67107,0.87424,0.906991,0.11071,0.0792115,0.713807,0.809803,0.697946,0.785909,911982,113904,1320,88243.2,1.54797,0.728887
audiology.arff,class,LeaveOneOutEncoder,SVC,69,2.64276,3.91312,0.932571,0.977886,0.873893,0.957499,0.125993,0.063463,0.925221,0.979397,0.0674289,0.0221145,0.836031,0.943277,0.82895,0.942572,911982,113904,1320,88243.2,1.72798,0.859017
audiology.arff,class,OneHotEncoder,DecisionTreeClassifier,69,0.750528,3.35855,0.955534,1,0.907343,1,1.53582,0.000000000000000999,0.940294,1,0.0444664,0,0.88397,1,0.878401,1,911982,360590,1040,45756.8,0.228134,0.534468
audiology.arff,class,OneHotEncoder,GaussianNB,69,0.799876,3.90166,0.923283,0.956227,0.865385,0.920654,2.64973,1.51185,0.92473,0.970743,0.0767175,0.0437725,0.822167,0.896527,0.814331,0.890751,911982,360590,1040,45756.8,0.242105,0.503209
