dataset,target,encoder,model,input_features,output_features,fit_encoder_time,score_encoder_time,fit_model_time,score_model_time,test_matthews,train_matthews,test_auc,train_auc,test_brier,train_brier
audiology.arff,class,BaseNEncoder,SGDClassifier,69,149,1.0055963277816773,0.3072934150695801,0.006971478462219238,0.00016348361968994142,0.8352125251415388,0.9934740590972566,0.9094117647058824,0.9960972850678733,0.05852483274034935,0.002103023276305357
audiology.arff,class,BaseNEncoder,LogisticRegression,69,149,1.0055963277816773,0.3072934150695801,0.010079646110534668,0.0005517959594726563,0.8544620189127402,0.9987074871334203,0.9721568627450982,1.0,0.04621666150698554,0.002780203899475712
audiology.arff,class,BaseNEncoder,SVC,69,149,1.0055963277816773,0.3072934150695801,0.022504782676696776,0.00046269893646240235,0.8434899530251323,1.0,0.9827450980392157,1.0,0.03883226532556842,0.0007861217976317224
audiology.arff,class,BaseNEncoder,KNeighborsClassifier,69,149,1.0055963277816773,0.3072934150695801,0.005660319328308105,0.0015698909759521485,0.7437518729702582,0.8094164396487203,0.9474754901960786,0.9807552972268528,0.09330999435347262,0.06429439752351741
audiology.arff,class,BaseNEncoder,GaussianNB,69,149,1.0055963277816773,0.3072934150695801,0.005666565895080566,0.0004027605056762695,0.8130149803836424,0.904856864989841,0.9217892156862746,0.9733724630202959,0.0810653115000941,0.03983888256732466
audiology.arff,class,BaseNEncoder,DecisionTreeClassifier,69,149,1.0055963277816773,0.3072934150695801,0.005232095718383789,0.00015223026275634766,0.9088774694365067,0.9652280503268328,0.955686274509804,0.9938515866873067,0.031432852335691465,0.012061033698522863
audiology.arff,class,BaseNEncoder,GradientBoostingClassifier,69,149,1.0055963277816773,0.3072934150695801,0.32032132148742676,0.0005715370178222656,0.8831815240328907,1.0,0.9913725490196079,1.0,0.037942577008265525,1.606569400211769e-07
audiology.arff,class,BaseNEncoder,RandomForestClassifier,69,149,1.0055963277816773,0.3072934150695801,0.5504015207290649,0.0526653528213501,0.8972865816695231,1.0,0.9925490196078431,1.0,0.031140230830039518,0.004067936202726675
audiology.arff,class,BaseNEncoder,MLPClassifier,69,149,1.0055963277816773,0.3072934150695801,0.26163439750671386,0.0004513263702392578,0.8901913330204551,0.9947625848507581,0.9723529411764705,0.9999484004127968,0.03954922156396897,0.006945854596575993
audiology.arff,class,BinaryEncoder,SGDClassifier,69,149,1.0292686223983765,0.3081966400146484,0.0056683063507080075,0.00014836788177490233,0.8352125251415388,0.9934740590972566,0.9094117647058824,0.9960972850678733,0.05852483274034935,0.002103023276305357
audiology.arff,class,BinaryEncoder,LogisticRegression,69,149,1.0292686223983765,0.3081966400146484,0.008512043952941894,0.0001638650894165039,0.8544620189127402,0.9987074871334203,0.9721568627450982,1.0,0.04621584062692595,0.002777653125268353
audiology.arff,class,BinaryEncoder,SVC,69,149,1.0292686223983765,0.3081966400146484,0.021158909797668456,0.00042645931243896485,0.8434899530251323,1.0,0.9827450980392157,1.0,0.03883226532556842,0.0007861217976317224
audiology.arff,class,BinaryEncoder,KNeighborsClassifier,69,149,1.0292686223983765,0.3081966400146484,0.005590391159057617,0.001805877685546875,0.7437518729702582,0.8094164396487203,0.9474754901960786,0.9807552972268528,0.09330999435347262,0.06429439752351741
audiology.arff,class,BinaryEncoder,GaussianNB,69,149,1.0292686223983765,0.3081966400146484,0.007708144187927246,0.0005022525787353515,0.8130149803836424,0.904856864989841,0.9217892156862746,0.9733724630202959,0.0810653115000941,0.03983888256732466
audiology.arff,class,BinaryEncoder,DecisionTreeClassifier,69,149,1.0292686223983765,0.3081966400146484,0.007221293449401855,0.00017547607421875,0.9088774694365067,0.9652280503268328,0.955686274509804,0.9938515866873067,0.031432852335691465,0.012061033698522863
audiology.arff,class,BinaryEncoder,GradientBoostingClassifier,69,149,1.0292686223983765,0.3081966400146484,0.342101001739502,0.0006311178207397461,0.8831815240328907,1.0,0.9913725490196079,1.0,0.037942577008265525,1.606569400211769e-07
audiology.arff,class,BinaryEncoder,RandomForestClassifier,69,149,1.0292686223983765,0.3081966400146484,0.536664605140686,0.04665486812591553,0.8972865816695231,1.0,0.9925490196078431,1.0,0.031140230830039518,0.004067936202726675
audiology.arff,class,BinaryEncoder,MLPClassifier,69,149,1.0292686223983765,0.3081966400146484,0.27158005237579347,0.000377655029296875,0.8901913330204551,0.9947625848507581,0.9723529411764705,0.9999484004127968,0.03954922156396897,0.006945854596575993
audiology.arff,class,GaussEncoder,SGDClassifier,69,69,1.0920993328094482,0.11197872161865234,0.007279300689697265,0.00015866756439208984,0.8320222595468403,0.983138397861343,0.9094117647058824,0.9899991069302215,0.06660079051383398,0.005907488182284884
audiology.arff,class,GaussEncoder,LogisticRegression,69,69,1.0920993328094482,0.11197872161865234,0.010630607604980469,0.000193023681640625,0.8615014448790624,1.0,0.9807843137254902,1.0,0.039964541139149046,0.002677413758466419
audiology.arff,class,GaussEncoder,SVC,69,69,1.0920993328094482,0.11197872161865234,0.012716197967529297,0.00030305385589599607,0.8558336199766042,1.0,0.9829411764705883,1.0,0.039289967932829066,0.0009246056584130358
audiology.arff,class,GaussEncoder,KNeighborsClassifier,69,69,1.0920993328094482,0.11197872161865234,0.005814242362976074,0.0014055490493774414,0.7183851402506989,0.8080849073012425,0.951764705882353,0.9838586733613823,0.08804065499717674,0.055008098041571564
audiology.arff,class,GaussEncoder,GaussianNB,69,69,1.0920993328094482,0.11197872161865234,0.006777501106262207,0.00043611526489257814,0.8028327230114568,0.8835708408075483,0.9188480392156864,0.9667978156174751,0.08541313758705063,0.04966699884327154
audiology.arff,class,GaussEncoder,DecisionTreeClassifier,69,69,1.0920993328094482,0.11197872161865234,0.00564117431640625,0.00012342929840087892,0.8633048196135322,0.9675707231187405,0.9350980392156863,0.9944264590114049,0.0470426907225614,0.011368140724712468
